"","Gene","K12","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_IAI1ref_chemostat1","K12_IAI1ref_chemostat2","K12_batch1","K12_batch2"
"1990","yjcZ","yjcZ",129,2495.24266323616,1.06624255411815,0.108204637287408,9.85394508819474,6.59051140517736e-23,1.18271580643299e-21,3336.86403528321,3430.30082852981,1558.42806829041,1655.3777208412
"1991","yjdF","yjdF",1217,154.488309441684,-0.430183485904193,0.228729798994518,-1.88074963470109,0.0600059843261809,0.114144497711675,135.802606087107,125.425096373557,182.358092725307,174.367442580763
"1992","yjeH","yjeH",1418,271.689991725267,-0.269523686558674,0.187020440713269,-1.44114560702963,0.149543551273481,0.244141975457059,236.178445368882,256.894775704876,279.825349181937,313.861396645373
"1993","yjeJ","yjeJ",1733,374.933411479341,0.137556265594011,0.164285266068885,0.837301292352859,0.402423233020417,0.537570562286362,387.163951515418,398.942475212278,367.860290497603,345.766928692066
"1994","yjfC","yjfC",1233,19.5457050505629,-0.971756781876264,0.530477069605639,-1.83185445244349,0.0669731080408945,0.125744318827795,16.8698889549202,6.04458295776178,24.1048053602418,31.1635429293278
"1995","yjfF","yjfF",965,61.1940872781717,0.895585415222741,0.354156846677353,2.52878187623645,0.0114459136040416,0.027458331599333,102.062828177267,58.9346838381774,42.9694356421701,40.8094014550721
"1996","yjfJ","yjfJ",1763,16.7058450652521,0.421094946179327,0.53337917585383,0.78948516410533,0.429828497520349,0.564991155504431,16.8698889549202,22.6671860916067,14.6724902192776,12.6138149952041
"1997","yjfK","yjfK",1448,12.3566401771214,0.792642268924899,0.581771854460932,1.36246238598008,0.173052006958545,0.27666809123552,16.8698889549202,16.6226031338449,6.28821009397611,9.64585852574432
"1998","yjfP","yjfP",1690,182.678902974403,-0.196594354154232,0.21687960665631,-0.90646768124112,0.36468836354488,0.499558320477158,155.202978385266,185.870925951175,195.982547928922,193.659159632251
"1999","yjiH","yjiH",1662,18.7057929470474,-0.499922737715625,0.519543908207989,-0.962233855151836,0.335932146493701,0.467919927276124,11.8089222684441,18.1337488732854,24.1048053602418,20.7756952862185
"2000","yjiK","yjiK",1220,81.2195369546716,0.554431785977641,0.29659878527018,1.86929890988122,0.0615812397161787,0.116852926182749,97.845355938537,96.7133273241886,70.2183460493999,60.1011185065608
"2001","yjiM","yjiM",249,104.842089643988,2.12821180997976,0.309173450504701,6.88355292637716,5.83778940806448e-12,5.42750300388324e-11,212.560600831994,132.980825070759,41.9214006265074,31.9055320466928
"2002","yjiN","yjiN",2208,101.472398233912,-0.0413233594993889,0.270558401492466,-0.15273360306477,0.878608360235453,0.922750061044282,107.123794863743,92.1798901058672,102.707431534943,103.878476431093
"2003","yjiY","yjiY",665,98.9355116749839,1.06540385348682,0.290378487509906,3.66901784847432,0.000243484081709766,0.000847617517530991,151.829000594281,117.869367676355,73.362451096388,52.6812273329113
"2004","yjjG","yjjG",1509,200.927731038944,-0.266292588307929,0.213202824738228,-1.24901060121922,0.211661196427902,0.325309174978601,191.473239638344,172.270614296211,198.078617960248,241.888452260973
"2005","yjjI","yjjI",2041,64.944723417399,-0.115415394288169,0.328205448593098,-0.351655936191536,0.725096310139477,0.822438979898525,53.9836446557445,71.023849753701,70.2183460493999,64.5530532107504
"2006","yjjP","yjjP",1653,45.950015476686,0.361133756428835,0.370251375628314,0.9753745163431,0.329374519747342,0.461283734552388,51.4531613125065,52.8901008804156,40.8733656108447,38.5834341029773
"2007","yjjQ","yjjQ",2361,4.37412238856822,0.155648417255749,0.672383699980109,0.231487493317213,0.816936100495847,NA,5.06096668647605,4.53343721832134,4.19214006265074,3.70994558682474
"2008","yjjU","yjjU",2214,595.022837344133,-0.0208813140548145,0.145664740639025,-0.143351877490799,0.886012286554132,0.926716045814992,609.846485720364,571.213089508489,569.083013504838,629.948760642841
"2009","yjjW","yjjW",1514,30.2782076990422,-0.563129552883077,0.454494079096815,-1.23902505837292,0.215336218260422,0.329476338977775,28.6788112233643,18.1337488732854,28.2969454228925,46.0033252766268
"2010","yjtD","yjtD",1718,219.622450102984,-0.177966414075431,0.203802675982797,-0.873229034983099,0.382538251950534,0.515469181178979,195.690711877074,216.093840739984,251.528403759044,215.176844035835
"2011","ykgE","ykgE",211,146.100284306701,2.06440693524004,0.272469940100818,7.57664105800507,3.54616113881601e-14,3.8906933821607e-13,279.196662203929,196.448946127258,64.9781709710865,43.7773579245319
"2012","ykgF","ykgF",298,274.420665252805,1.49843302661637,0.238523361564987,6.28212271026592,3.33981057431357e-10,2.59451727501205e-09,522.123063154779,294.673419190887,131.004376957836,149.881801707719
"2013","ykgG","ykgG",639,173.212815852799,0.843799089091104,0.222832150094563,3.78670263125415,0.000152659612092314,0.000553062600929119,242.92640095085,204.00467482446,120.524026801209,125.396160834676
"2014","ylaB","ylaB",1723,275.88820535769,0.159845629935768,0.187233347894288,0.85372414547657,0.39325785238027,0.528376046581733,301.971012293071,279.561961796483,280.8733841976,241.146463143608
"2015","ylbE","ylbE",1980,25.2156662489529,0.197478677137813,0.464014063935051,0.425587697629471,0.670408306248808,0.783835974225247,28.6788112233643,25.6894775704876,22.0087353289164,24.4856408730433
"2016","ylbF","ylbF",2237,14.7618481199068,-0.0628537273556495,0.555305666709021,-0.113187621023476,0.909881809588797,0.941607684040262,10.9654278206981,18.1337488732854,13.6244552036149,16.3237605820289
"2017","yliE","yliE",82,617.557029097524,-1.84296589622743,0.154456404145641,-11.9319487360955,8.066278377074e-33,2.27724810279589e-31,240.395917607612,294.673419190887,980.960774660274,954.198004931323
"2018","yliF","yliF",175,238.19668360912,-1.73642985253758,0.204558707264258,-8.48866262287427,2.09028580392313e-17,2.7651495063326e-16,111.341267102473,102.75791028195,382.53278071688,356.154776335175
"2019","yliI","yliI",798,124.459130934659,0.792080993214577,0.249101211106986,3.17975568924226,0.00147399266612668,0.00427605641865072,153.515989489774,164.714885599009,89.0829763313283,90.5226723185236
"2020","ynaI","ynaI",2239,394.028795399151,-0.0185804123649069,0.167465636281441,-0.11095059725376,0.911655522442466,0.942179702881387,369.450568112752,414.053932606682,422.358111312062,370.252569565109
"2021","yncD","yncD",966,455.697927903156,-0.395199067927053,0.156541604819795,-2.52456251730645,0.0115842398407587,0.0277614029310107,388.007445963164,397.431329472837,543.930173128934,493.42276304769
"2022","yncE","yncE",530,5716.15535440582,-0.440571253454955,0.100548515295572,-4.38167835855013,1.1776857867323e-05,5.14404263450052e-05,4979.14772504469,4708.73012409643,6714.76034535082,6461.98322313133
"2023","yncG","yncG",1413,65.5318857558942,0.466220799124691,0.321888329915597,1.44839298537769,0.147507175464374,0.241669576220825,79.2884780881248,74.0461412325819,52.4017507831343,56.391172919736
"2024","yneE","yneE",2105,147.311675618712,-0.064233747898596,0.23712832672707,-0.270881799678567,0.786481943620882,0.864943325169759,129.054650505139,160.181448380687,145.676867177113,154.333736411909
"2025","yneF","yneF",1759,86.2165301591427,-0.229301002138318,0.290843131305789,-0.788400953836638,0.43046221306861,0.564991155504431,75.0710058493947,83.1130156692245,100.611361503618,86.0707376143339
"2026","ynfC","ynfC",1049,522.378726357434,0.337941917321029,0.147381198740997,2.29297848170524,0.0218492438385175,0.0482183026560228,574.419718915032,593.880275600095,466.375581969895,454.839328944713
"2027","ynfF","ynfF",1415,176.09992231694,-0.32448451787276,0.224374313249743,-1.44617497953782,0.148128129591377,0.242343901062925,136.646100534853,176.804051514532,192.838442881934,198.111094336441
"2028","ynfG","ynfG",2296,31.6909709202316,0.0142911688144411,0.454737303452783,0.031427306943876,0.974928764111203,0.982996554406548,21.9308556413962,42.3120807043325,38.7772955795194,23.7436517556783
"2029","ynfH","ynfH",1486,195.962733091317,-0.269718363852418,0.208402451724223,-1.29421876576257,0.195589866577516,0.304704267245591,173.759856235678,181.337488732854,205.414863069886,223.338724326849
"2030","ynfK","ynfK",1254,256.685783908953,0.33835910522216,0.189264102668775,1.78776165395882,0.0738144699261315,0.136268339616423,301.971012293071,272.00623309928,219.039318273501,233.726571969959
"2031","ynfL","ynfL",1977,83.5404564915825,0.127625044975003,0.29497698565801,0.432661025029826,0.665261048517139,0.778998142294981,97.001861490791,77.0684327114628,80.6986962060268,79.3928355580494
"2032","ynfM","ynfM",1823,152.178592776522,0.162851717060597,0.237788395640122,0.684859816738336,0.4934323848883,0.626602287995839,152.672495042028,169.24832281733,161.397392412054,125.396160834676
"2033","yniA","yniA",205,744.939986488797,1.16684701472194,0.152332008013146,7.65989387221394,1.86086793188363e-14,2.10141915234664e-13,1155.58739341203,911.220880882589,438.078636547002,474.873035113567
"2034","yniC","yniC",1679,159.882407204337,-0.212042077252444,0.228780372354044,-0.926836839500825,0.354011254489665,0.488109621288609,137.489594982599,158.670302641247,182.358092725307,161.011638468194
"2035","ynjE","ynjE",925,376.231441186157,0.450030749914371,0.167931814933734,2.67984211384813,0.00736568928112669,0.0184341304711441,460.547968469321,409.520495388361,303.930154542179,330.927146344767
"2036","ynjF","ynjF",1594,74.4498704111127,0.335646177080421,0.311387747113044,1.07790425343413,0.281076487063936,0.407453117869641,92.7843892520609,74.0461412325819,59.7379958927731,71.230955267035
"2037","yoaA","yoaA",2137,510.188404477284,-0.0358038545755447,0.148684550765009,-0.240804134601258,0.809706924958141,0.877150927130602,511.157635334081,495.655802536466,527.161612878331,506.778567160259
"2038","yoaE","yoaE",1077,546.146246372958,0.327301008898154,0.147832021005403,2.21400618534594,0.026828353443904,0.0577169380633809,592.976596765444,625.614336128345,462.183441907244,503.810610690799
"2039","yobB","yobB",1786,148.594121557232,0.172408568002301,0.23299072803794,0.739980382284682,0.459311898025182,0.594690740452067,167.01190065371,148.092282465164,133.100446989161,146.171856120895
"2040","yohF","yohF",1041,115.080447935179,0.597862978856286,0.259248672307218,2.30613709044495,0.021102973396555,0.0469292828175071,132.428628296123,146.581136725723,97.4672564566297,83.8447702622391
"2041","yohK","yohK",1686,57.8049261584522,0.313469573879666,0.343415640829903,0.912799350437655,0.361348080023403,0.496157061242099,55.6706335512365,74.0461412325819,50.3056807518089,51.1972490981814
"2042","yojI","yojI",267,1070.77048799321,-0.837509292581503,0.124860387142371,-6.70756604035303,1.97897407728121e-11,1.71585205577004e-10,779.388869717312,751.039432501902,1414.84727114463,1337.806378609
"2043","ypdA","ypdA",1965,315.907334614673,-0.0790129053450872,0.174876604846471,-0.45182090202663,0.651398010527957,0.767032754004181,311.249451218277,302.229147888089,338.515310059047,311.635429293278
"2044","ypdB","ypdB",1919,352.535677845606,-0.0914729536509838,0.170928255319936,-0.53515408251122,0.592543314869272,0.715128427290768,361.015623635292,320.362896761375,351.091730247,377.672460738758
"2045","ypdC","ypdC",2266,76.0890894004114,0.0214248920734001,0.303598695300328,0.0705697765012003,0.943740165279392,0.963929208339056,73.3840169539027,80.0907241903436,79.6506611903641,71.230955267035
"2046","ypdE","ypdE",1782,26.3393714302436,0.346427483553195,0.461844965076754,0.750094749859667,0.453197641322504,0.588750022256788,35.4267668053323,24.1783318310471,22.0087353289164,23.7436517556783
"2047","ypdF","ypdF",929,32.0418069588259,1.14419879026394,0.431905358862787,2.64918868632849,0.00806852700912198,0.0201061787148734,47.2356890737765,43.8232264437729,17.8165952662657,19.2917170514886
"2048","ypfG","ypfG",1188,213.897151123163,0.39325893649001,0.202480979361626,1.94220186868842,0.0521126669681,0.101549515177737,236.178445368882,250.850192747114,194.934512913259,173.625453463398
"2049","ypfH","ypfH",1635,293.296193777657,-0.189327807855202,0.187478716924692,-1.00986293783552,0.312560961371649,0.442555734296861,303.658001188563,241.783318310471,304.978189557841,322.765266053752
"2050","ypfJ","ypfJ",1055,961.532146831939,-0.290356910174629,0.12734071199812,-2.28015774074606,0.0225983346866098,0.0495878149758309,835.059503268548,894.598277748744,1078.4280311169,1038.04277519356
"2051","yphB","yphB",1696,82.4895944207614,0.263014100353803,0.292745624114235,0.898439049770971,0.368951525793461,0.503610131021144,92.7843892520609,87.6464528875459,77.5545911590387,71.9729443843999
"2052","yphC","yphC",1408,76.9221206147745,0.455483207939441,0.311792347149463,1.46085435419971,0.144055415547283,0.23685247655679,104.593311520505,74.0461412325819,60.7860309084357,68.2629987975752
"2053","yphD","yphD",2096,22.1240376484638,-0.138759609444949,0.493598250191356,-0.28111851974993,0.778619497004225,0.859973347120601,26.1483278801263,15.1114573944045,22.0087353289164,25.2276299904082
"2054","yphE","yphE",811,44.9800091851468,1.18254352343726,0.379602540045998,3.11521499116935,0.00183810884585133,0.00524787366953726,65.7925669241886,61.9569753170583,26.2008753915671,25.9696191077732
"2055","yphF","yphF",800,42.2166703389156,1.26092023193233,0.397435566438421,3.17264064520431,0.00151059372308056,0.00437128058616438,66.6360613719347,55.9123923592965,18.8646302819283,27.4535973425031
"2056","yphH","yphH",1891,355.586385427699,0.100735292022918,0.174651840329321,0.576777730099915,0.564089615414262,0.690647750991523,404.877334918084,329.429771198017,343.755485137361,344.282950457336
"2057","ypjD","ypjD",1865,364.839295324311,0.103287596364786,0.166303174391957,0.621080125153532,0.534546905381174,0.663526051451699,373.668040351482,382.319872078433,365.764220466277,337.605048401051
"2058","yqcE","yqcE",1156,54.6452890832693,0.704651879556598,0.352421199663064,1.99945939753422,0.0455586707619737,0.0912701081818887,73.3840169539027,63.4681210564987,46.1135406891582,35.6154776335175
"2059","yqeA","yqeA",1206,93.9591940367657,0.531029625478724,0.279567250227316,1.89947007400525,0.0575026977023683,0.110388821501087,116.402233788949,107.291347500272,71.2663810650626,80.8768137927793
"2060","yqeB","yqeB",313,187.943152360786,1.50758956910234,0.248100750931219,6.07652158828123,1.22817476424648e-09,9.08378459818081e-09,343.302240232625,217.604986479424,86.9869063000029,103.878476431093
"2061","yqeC","yqeC",276,72.898011797159,2.44811787675846,0.371628197219225,6.58754608793667,4.47155206257374e-11,3.75059529886167e-10,164.481417310472,87.6464528875459,15.7205252349403,23.7436517556783
"2062","yqeF","yqeF",29,2304.40363712907,2.32835529718805,0.136092634814707,17.1086062104547,1.28026504046022e-65,1.02200467885014e-63,4355.80532816039,3350.21010433947,775.545911590387,736.053204426028
"2063","yqeG","yqeG",1929,62.2444208476093,0.17031247356791,0.329646696470529,0.516651540547551,0.605399429831458,0.726542084012351,67.4795558196807,64.9792667959392,53.449785798797,63.0690749760206
"2064","yqeH","yqeH",2071,35.1938961688163,-0.129602144277363,0.413491037887107,-0.313433986234903,0.753950966810258,0.842515199083347,29.5223056711103,37.7786434860112,35.6331905325313,37.8414449856123
"2065","yqeI","yqeI",1630,59.2036661241387,-0.345819652917008,0.341339505160954,-1.0131251955555,0.311000364993419,0.441155542254758,54.8271391034905,48.3566636620943,58.6899608771104,74.9409008538597
"2066","yqfA","yqfA",910,429.353528584957,0.452670952148783,0.165668642880822,2.73238764003412,0.00628771140140583,0.0159956614222577,506.096668647605,486.588928099824,398.25330595182,326.475211640577
"2067","yqgA","yqgA",1492,50.5805881932325,-0.471087828553116,0.366851115087358,-1.284139012201,0.199093319950166,0.308914903273883,48.0791835215225,34.7563520071303,53.449785798797,66.0370314454803
"2068","yqhC","yqhC",1196,206.883379036338,-0.404595037206633,0.21075651116065,-1.9197273430771,0.0548923485709551,0.106250657978061,181.351306265392,172.270614296211,260.960718900009,212.95087668374
"2069","yqhD","yqhD",1974,635.70324238226,0.17109318416476,0.392304641198252,0.436123273082303,0.662747292447203,0.777234033442389,479.104846319733,876.464528875459,561.746768395199,625.496825938651
