"","Gene","K12","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_IAI1ref_chemostat1","K12_IAI1ref_chemostat2","K12_batch1","K12_batch2"
"1846","ygeV","ygeV",47,540.807660982609,2.97664112626738,0.197854320475021,15.0446101915838,3.7453322206406e-51,1.84477533846446e-49,1160.64836009851,767.662035635747,118.427956769883,116.492291426297
"1847","ygeW","ygeW",1589,15.5764153897374,0.596787982079468,0.551660310719776,1.08180336791097,0.279339909782263,0.406967835837595,23.6178445368882,15.1114573944045,14.6724902192776,8.90386940837937
"1848","ygeX","ygeX",1386,31.1877848799906,0.659480877448859,0.43493895647562,1.51626077091999,0.129453426907475,0.216222715217031,43.0182168350464,34.7563520071303,26.2008753915671,20.7756952862185
"1849","ygeY","ygeY",1804,31.7384025061523,0.307946826103683,0.436577954543753,0.705365039390282,0.480583094766123,0.616371116001981,34.5832723575863,36.2674977465707,34.5851555168686,21.5176844035835
"1850","ygfF","ygfF",1716,94.3621134683851,-0.249363360580735,0.28503025061961,-0.874866299414392,0.381646657785484,0.515178409716837,97.845355938537,72.5349954931414,106.899571597594,100.168530844268
"1851","ygfI","ygfI",2059,83.5196220308918,0.100372608973718,0.30185790386578,0.332516086835177,0.73949959456213,0.831717269018348,101.219333729521,71.023849753701,76.506556143376,85.328748496969
"1852","ygfM","ygfM",2079,23.2252287442713,-0.146420665097872,0.482110058420777,-0.303707965723624,0.761350388731867,0.847487062187181,25.3048334323802,18.1337488732854,22.0087353289164,27.4535973425031
"1853","ygfT","ygfT",595,79.7953824713357,1.25718822300072,0.313798144910417,4.00635964039756,6.16617393423186e-05,0.000239910800970534,134.115617191615,93.6910358453077,46.1135406891582,45.2613361592618
"1854","ygfZ","ygfZ",1244,1705.85677476834,0.204761052305625,0.1136710927633,1.80134673933332,0.0716482452611556,0.133332546446604,1884.36659626458,1769.55166088476,1566.81234841571,1602.69649350829
"1855","yggE","yggE",2098,1303.86268848933,-0.0339969639443283,0.121617882005242,-0.279539187690038,0.779831068688326,0.860749256397954,1231.50189370917,1347.94199958088,1279.65075412414,1356.35610654312
"1856","yggF","yggF",1649,43.5532820279711,0.382652113635834,0.389160971391232,0.983274638944062,0.325472288496253,0.456895931184496,43.8617112827924,55.9123923592965,44.0174706578328,30.4215538119629
"1857","yggM","yggM",2027,70.2929988350168,0.116317410314113,0.312399621704011,0.372335311034147,0.709643211111771,0.810746435341751,76.7579947448868,69.5127040142605,68.1222760180745,66.7790205628453
"1858","yggN","yggN",1876,930.262910675474,-0.0765792549056758,0.129126839674107,-0.593054512128914,0.553144671268682,0.682585241997335,947.244264818767,861.353071481054,964.192214409671,948.262091992403
"1859","yggS","yggS",1768,456.369356146825,-0.123092811349433,0.157906184846837,-0.779531286053354,0.435666815343783,0.570457396787815,409.93830160456,465.432887747657,461.135406891582,488.970828343501
"1860","yggW","yggW",1058,470.160901484631,-0.347372882385104,0.15324373112844,-2.26679995212304,0.0234024490628804,0.0512066820232213,421.747223873004,403.475912430599,539.738033066283,515.682436568639
"1861","yghA","yghA",418,159.811943105791,1.15036919384385,0.228542224721305,5.03350833854298,4.81583858322448e-07,2.66714505267098e-06,224.369523100438,219.116132218865,103.755466550606,92.0066505532535
"1862","yghB","yghB",1810,333.824600607425,0.120094446477756,0.171612086140217,0.699801798223183,0.484051091601152,0.619104020473296,362.702612530784,332.452062676898,314.410504698806,325.733222523212
"1863","yghR","yghR",2345,7.31601392722464,-0.130336062984103,0.644719422768777,-0.202159355498194,0.839792146670815,NA,7.59145002971407,6.04458295776178,5.24017507831343,10.3878476431093
"1864","yghS","yghS",2055,13.1108807068841,0.190220776801096,0.56881963913573,0.334413166693961,0.738067805187594,0.831044245627081,13.4959111639361,15.1114573944045,10.4803501566269,13.3558041125691
"1865","yghT","yghT",2346,6.67629509381803,-0.193632099388036,0.649825344365165,-0.297975603855834,0.765721783606692,NA,5.90446113422206,6.04458295776178,7.3362451096388,7.41989117364948
"1866","yghU","yghU",340,1076.25480713984,0.725305555318008,0.12563074939705,5.77331233634301,7.77281670774385e-09,5.29237372894912e-08,1406.94873884034,1278.42929556662,810.131067107256,809.510127045158
"1867","ygiC","ygiC",1516,1989.89123414451,-0.136051437785381,0.110803123173492,-1.22786645257603,0.219497104779195,0.335181924514404,1867.49670730966,1923.68852630769,2139.03946696754,2029.34023599313
"1868","ygiQ","ygiQ",826,752.345450619439,-0.418564178944696,0.137627674084467,-3.04127917389498,0.00235575295236024,0.00660238266914522,619.968419093316,666.415271093237,902.358148485572,820.639963805632
"1869","ygjI","ygjI",1843,12.3479037181473,0.384737430708354,0.588861924862907,0.653357628442226,0.51352574830185,0.645041837937484,15.1829000594281,13.600311654964,14.6724902192776,5.93591293891958
"1870","ygjJ","ygjJ",2348,7.99476920095096,0.35965366833912,0.632973305991715,0.56819721295455,0.569901063718082,NA,8.43494447746008,10.5780201760831,6.28821009397611,6.67790205628453
"1871","ygjK","ygjK",1586,47.8902355037041,0.411139860815852,0.378699812331488,1.08566164394074,0.277628716175489,0.405239897822356,47.2356890737765,63.4681210564987,48.2096107204835,32.6475211640577
"1872","ygjQ","ygjQ",1499,15.1870339418344,-0.699367491441906,0.554302918707754,-1.26170631226756,0.207054484699968,0.319767266231105,9.27843892520609,12.0891659155236,23.0567703445791,16.3237605820289
"1873","ygjR","ygjR",227,536.523032716322,1.18076565408644,0.16298264786033,7.24473230486666,4.33294149631654e-13,4.41883681232281e-12,836.74649216404,655.837250917154,332.227099965071,321.281287819022
"1874","yhaJ","yhaJ",1405,827.631796148136,-0.190034450211921,0.129810624223347,-1.46393603257739,0.143211427018984,0.235967582597117,770.110430792106,775.217764332949,891.877798328945,873.321191138543
"1875","yhaK","yhaK",1561,49.6674378448534,0.417758390932277,0.367928779526604,1.13543276356306,0.256194038509597,0.379941831614169,67.4795558196807,46.8455179226538,39.825330595182,44.5193470418969
"1876","yhaM","yhaM",1819,108.839691049291,0.179980106724918,0.26086705996071,0.689930368180733,0.490237977297168,0.623914742959288,115.558739341203,116.358221936914,99.5633264879551,103.878476431093
"1877","yhaO","yhaO",1799,50.5634124321415,-0.255460678677551,0.359030909594414,-0.711528372212123,0.476756875552191,0.61316231494629,48.9226779692685,42.3120807043325,52.4017507831343,58.6171402718309
"1878","yhbE","yhbE",1158,1160.71495544968,-0.245430595834977,0.12304947592425,-1.99456839609838,0.0460899733623226,0.0921401453659558,1087.2643431446,1033.62368577727,1305.85162951571,1216.12016336115
"1879","yhbJ","yhbJ",2284,1495.58152043287,0.00536119037081076,0.120060703117492,0.0446539977828072,0.964383101545134,0.977472364306911,1464.30636128707,1532.30177979261,1575.19662854102,1410.52131211077
"1880","yhbU","yhbU",892,47.3237293877128,-1.04089447532088,0.376702160816271,-2.7631762798105,0.0057241842282494,0.0148559265564993,32.8962834620943,25.6894775704876,63.9301359554238,66.7790205628453
"1881","yhbV","yhbV",1722,36.1544691385538,-0.371342801373893,0.427438043559902,-0.868764039534661,0.384976205938065,0.517549312860987,27.8353167756183,34.7563520071303,29.3449804385552,52.6812273329113
"1882","yhbW","yhbW",1374,205.306433484471,-0.328122328400231,0.211089956033909,-1.55441942650991,0.120084402339614,0.20232561238443,165.324911758218,199.471237606139,213.799143195188,242.630441378338
"1883","yhbX","yhbX",2267,128.1559380315,-0.0172494580442157,0.24531614658758,-0.0703152168504223,0.94394277118991,0.963929208339056,130.741639400631,123.913950634117,123.668131848197,134.300030243056
"1884","yhcC","yhcC",2297,28.8555861159614,0.0138315585770983,0.448177265715792,0.0308618032086202,0.97537975202621,0.983023128402558,29.5223056711103,28.7117690493685,23.0567703445791,34.1314993987876
"1885","yhdJ","yhdJ",1870,66.3656175261282,0.194409482833814,0.321155584656332,0.605343615748892,0.54495070682222,0.674631489996491,76.7579947448868,64.9792667959392,62.8821009397611,60.8431076239257
"1886","yheO","yheO",1423,1281.12997139602,-0.177470405169221,0.124596897861865,-1.42435653065757,0.154343290832753,0.25074015317742,1121.84761550219,1284.47387852438,1378.16604559643,1340.0323459611
"1887","yheS","yheS",1525,846.40046301112,-0.169285133804258,0.140155931957146,-1.20783424176452,0.227111027514372,0.344761986030014,726.248719509313,868.908800178257,927.510988861477,862.933343495434
"1888","yheT","yheT",1702,230.48946899945,-0.174665914635331,0.196449791615898,-0.889112241853844,0.373942760378245,0.508679358900041,216.778073070724,216.093840739984,231.615738461453,257.470223725637
"1889","yhfK","yhfK",1391,971.992920645939,-0.194503650842171,0.12941319550905,-1.50296613940399,0.132847775880859,0.221094609032487,877.234225655849,936.910358453077,988.297019769912,1085.53007870492
"1890","yhfS","yhfS",1936,43.2111382918349,0.197249330177296,0.390647465801217,0.504929245535328,0.613608532236361,0.733352479157035,36.2702612530784,57.423538098737,39.825330595182,39.3254232203422
"1891","yhfT","yhfT",1994,33.4542422241905,0.169788673052933,0.418658675426387,0.405553934550647,0.685070381791384,0.794979517854766,33.7397779098403,37.7786434860112,30.3930154542179,31.9055320466928
"1892","yhfZ","yhfZ",1033,254.130946758614,0.446118554731051,0.191244567433674,2.33271229984491,0.0196632502068722,0.0440662383629325,314.623429009261,272.00623309928,216.943248242176,212.95087668374
"1893","yhgA","yhgA",1468,103.49016931159,-0.35780237873744,0.268925623189571,-1.33048823869497,0.183357458917677,0.289150216208734,88.5669170133309,92.1798901058672,110.043676644582,123.170193482581
"1894","yhgF","yhgF",300,2206.4487245966,-0.728365874663465,0.116308379727447,-6.26236799420895,3.79174825611086e-10,2.92596573763221e-09,1587.45655065799,1730.26187165931,2605.41504893744,2902.66142713168
"1895","yhhI","yhhI",96,253.156756002632,2.32904891018827,0.209984504311484,11.0915275287811,1.37912405057958e-28,3.32570018447054e-27,422.59071832075,429.165390001087,68.1222760180745,92.7486396706185
"1896","yhhJ","yhhJ",1774,490.558988786414,-0.117144976598544,0.153302187027316,-0.764144196962244,0.444781316662596,0.580422067685406,443.6780795144,498.678094015347,514.585192690378,505.294588925529
"1897","yhhN","yhhN",1879,138.432495344606,0.142986632698046,0.242269448163603,0.590196716019627,0.555058773548193,0.68385367789466,145.081045012313,146.581136725723,117.379921754221,144.687877886165
"1898","yhhQ","yhhQ",1790,111.259891439759,0.191006976804169,0.260483575801616,0.733278388920916,0.46338865317111,0.599298733011799,111.341267102473,126.936242112997,105.851536581931,100.910519961633
"1899","yhhS","yhhS",1123,167.167180251609,-0.460600602356002,0.221266052551436,-2.08165959958511,0.0373735733239636,0.0770434748396934,136.646100534853,143.558845246842,197.030582944585,191.433192280157
"1900","yhhT","yhhT",711,148.4773979184,0.827621551349915,0.234328224886196,3.53189015856652,0.000412600701265523,0.00134341859835399,178.820822922154,204.00467482446,107.947606613257,103.136487313728
"1901","yhhW","yhhW",2285,226.649199458551,-0.00844094138849843,0.196899056829004,-0.0428693845691142,0.965805653879625,0.978057781597258,235.334950921136,216.093840739984,222.183423320489,232.984582852594
"1902","yhhX","yhhX",597,734.099474731939,-0.53878177909577,0.134842956493686,-3.99562419206522,6.45240208344229e-05,0.000249997777219195,587.915630078968,607.480587255059,857.292642812077,883.709038781653
"1903","yhhZ","yhhZ",2350,5.27413515914439,-0.652638561811686,0.672275262872817,-0.970790683302525,0.331652522980578,NA,5.90446113422206,0,6.28821009397611,8.90386940837937
"1904","yhiD","yhiD",2120,38.2884281798329,-0.102374951025946,0.398777024857994,-0.256722290012576,0.7973931631564,0.871599036427891,34.5832723575863,39.2897892254516,37.7292605638567,41.5513905724371
"1905","yhiI","yhiI",1607,1530.05591967259,-0.133863707236699,0.125437229497832,-1.0671768483137,0.285891984959025,0.411848130168104,1467.68033907805,1450.69990986283,1464.10491688077,1737.73851286871
"1906","yhiM","yhiM",1955,47.2435046925747,-0.175055501005589,0.370649462403296,-0.472293956317991,0.636716983608209,0.753964100794375,45.5487001782844,42.3120807043325,56.593890845785,44.5193470418969
"1907","yhiN","yhiN",482,516.964504611026,-0.694360110000649,0.148880022992156,-4.66389040010582,3.10286682344041e-06,1.49027732287646e-05,389.694434858656,397.431329472837,645.589569648214,635.142684464395
"1908","yhjA","yhjA",2221,78.7937010829548,0.0402416505775551,0.303975330321068,0.132384593628209,0.894680099923919,0.932126206716414,89.4104114610769,69.5127040142605,82.7947662373521,73.4569226191298
"1909","yhjB","yhjB",1976,87.733623472714,0.128229285011119,0.295682430600218,0.43367231779995,0.664526411375904,0.778531701586648,107.123794863743,75.5572869720223,80.6986962060268,87.5547158490638
"1910","yhjC","yhjC",1989,163.743910230862,0.0925815028303332,0.222999382891144,0.41516483870956,0.678021236759407,0.788753348290466,176.290339578916,161.692594120128,153.013112286752,163.979594937653
"1911","yhjD","yhjD",1150,198.911070133496,0.423751413597372,0.210960227858603,2.00867916146446,0.0445711700634842,0.0897237032147529,210.873611936502,247.827901268233,160.349357396391,176.593409932858
"1912","yhjE","yhjE",380,3213.9239355905,-0.737652149914204,0.13728642751399,-5.37308868233924,7.73992379764166e-08,4.71524305040538e-07,2040.41306909759,2769.93014039434,3879.82562798326,4165.52690488682
"1913","yhjG","yhjG",330,2132.20853530758,0.658525150689433,0.111151127460384,5.92459263109266,3.13072498562885e-09,2.1962510126457e-08,2709.30416616018,2516.05765616834,1680.00013010728,1623.47218879451
"1914","yhjH","yhjH",206,5570.55864167404,0.800025831629188,0.104480716009402,7.65716260555869,1.90085899288688e-14,2.13615949928793e-13,7429.49909574684,6738.19885216495,4152.31473205556,3962.22188672882
"1915","yhjJ","yhjJ",1523,802.999329241019,0.157829415754009,0.130624684627021,1.20826638705133,0.226944813248614,0.344735723537101,856.990358909944,837.174739650007,758.777351339784,759.054867064341
"1916","yhjK","yhjK",1860,454.584563362443,-0.0974636562956701,0.154106176180499,-0.632444842324259,0.527096239969905,0.656036449209855,439.46060727567,438.232264437729,482.096107204835,458.549274531538
"1917","yhjV","yhjV",796,380.175566529903,0.54057377809669,0.169452022392571,3.19012880734075,0.00142209395166085,0.00413586369107395,485.852801901701,415.565078346123,321.746749808444,297.537636063344
"1918","yhjX","yhjX",1624,28.2169698564619,0.45932536584205,0.449897577341946,1.02095541068659,0.307275564725912,0.438197011842434,30.3658001188563,36.2674977465707,26.2008753915671,20.0337061688536
"1919","yhjY","yhjY",496,367.144950315334,0.760150265306926,0.165551300536926,4.5916296812019,4.39798230478769e-06,2.05268730556119e-05,472.356890737765,453.343721832134,273.537139087961,269.342049603476
"1920","yiaD","yiaD",779,226.337737268369,-0.645570210011734,0.197662373834277,-3.2660247749174,0.00109068706573494,0.00324125873835222,179.6643173699,170.75946855677,276.681244134949,278.245919011855
"1921","yiaF","yiaF",640,2628.34119067733,-0.402842347001111,0.106464639465863,-3.78381356497504,0.000154443530843446,0.000558651209222778,2299.36586455562,2222.8953827169,2940.78625394949,3050.3172614873
"1922","yiaJ","yiaJ",1232,304.812785491173,-0.328086106273389,0.178971664784051,-1.83317346167206,0.0667767791502901,0.125477470562436,274.979189965199,264.450504402078,320.698714792782,359.122732804635
"1923","yiaK","yiaK",503,30.3106597071239,2.08649007033768,0.460847166705573,4.52750981470329,5.96828299181965e-06,2.74683402108598e-05,52.2966557602525,49.8678094015347,9.43231514096417,9.64585852574432
"1924","yiaN","yiaN",1370,12.6044529358428,0.923200338496263,0.592668021419847,1.55770229729042,0.119303835682677,0.201597357376202,18.5568778504122,16.6226031338449,11.5283851722895,3.70994558682474
"1925","yiaO","yiaO",1160,10.7382234496602,1.20691479165307,0.605420661593314,1.99351437474363,0.0462051510736296,0.0922779354599287,17.7133834026662,15.1114573944045,4.19214006265074,5.93591293891958
"1926","yiaT","yiaT",1775,40.7904109784602,-0.306164070766376,0.402954758226571,-0.75979763116292,0.447375559099456,0.583150767303738,35.4267668053323,36.2674977465707,56.593890845785,34.8734885161525
"1927","yiaU","yiaU",2077,94.0018351434266,-0.086143726351712,0.278501765139152,-0.309311240123274,0.757084781549425,0.843968944999599,90.2539059088229,92.1798901058672,91.1790463626536,102.394498196363
"1928","yiaV","yiaV",2125,32.9282037781936,0.10495795384339,0.421219997426303,0.249176094403622,0.803224570236866,0.875042296516868,33.7397779098403,34.7563520071303,33.5371205012059,29.6795646945979
"1929","yiaY","yiaY",1832,11.3905761722533,0.39818169596001,0.590753461604888,0.674023466368318,0.500296394748804,0.632197682228974,13.4959111639361,13.600311654964,7.3362451096388,11.1298367604742
"1930","yibF","yibF",2176,189.714352197105,0.039956756094095,0.209151402263312,0.19104225772195,0.84849248594264,0.90283576484179,195.690711877074,188.893217430056,186.550232787958,187.723246693332
"1931","yibH","yibH",1048,72.7581772684727,0.716596260226659,0.31245829802418,2.29341408040059,0.0218241767571692,0.0482089400695101,83.5059503268548,99.7356188030695,56.593890845785,51.1972490981814
"1932","yibQ","yibQ",1007,289.734860859091,-0.449795694237772,0.185075299049424,-2.43033887584132,0.0150847114646306,0.0346783585309035,222.682534204946,267.472795880959,331.179064949409,337.605048401051
"1933","yicC","yicC",499,1471.96159177734,-0.528212688470588,0.115403998302541,-4.57707441891081,4.71523754547807e-06,2.18753004364363e-05,1195.23163245609,1211.93888303124,1765.93900139162,1714.73685023039
"1934","yicG","yicG",1911,25.8914507213448,-0.25372603255538,0.465160714203608,-0.54545885928862,0.585437968391016,0.708462570217042,23.6178445368882,22.6671860916067,33.5371205012059,23.7436517556783
"1935","yicH","yicH",1912,1087.26411995569,0.066854558054849,0.122237649184334,0.546922805706385,0.58443176705493,0.708462570217042,1089.79482648784,1136.38159605922,1064.80357591329,1058.07648136242
"1936","yicI","yicI",838,156.865109077079,0.688486732126594,0.231951933908918,2.9682301868496,0.00299519933647463,0.00827432752259996,192.31673408609,197.960091866698,105.851536581931,131.332073773596
"1937","yicJ","yicJ",2298,35.8423919246697,-0.0124068047713183,0.412988618239926,-0.0300415174253316,0.976033941983125,0.98325438454784,36.2702612530784,34.7563520071303,41.9214006265074,30.4215538119629
"1938","yicL","yicL",1645,459.728009319907,-0.159419396535747,0.160599730263082,-0.992650462579223,0.320880323752385,0.451573221572505,450.426035096368,415.565078346123,524.017507831343,448.903416005793
"1939","yicR","yicR",500,815.980864209632,-0.602445063103049,0.131641834894109,-4.57639521347941,4.7305648700089e-06,2.19025153481412e-05,629.246858018522,664.904125353796,985.152914722924,984.619558743286
"1940","yidA","yidA",613,484.585216512091,-0.610887824458345,0.156241476831232,-3.90989535460043,9.23361137749678e-05,0.000348708162135482,359.3286347398,406.49820390948,607.860309084357,564.653718314725
"1941","yidC","yidC",1136,5588.88508627361,-0.202613427941475,0.0983330094086157,-2.06048232592506,0.0393524537718346,0.0801944810579199,5139.41167011643,5251.23144455555,6005.24063974719,5959.65659067526
"1942","yidE","yidE",926,649.556638742439,0.370321345294321,0.138554465356464,2.67274926392002,0.0075232458815118,0.0188081147037795,748.179575150709,717.794226234212,569.083013504838,563.169740079995
"1943","yidJ","yidJ",1126,44.496981664994,0.789265650804504,0.379963016706689,2.07721703455622,0.0377815323412238,0.0776769514830667,61.5750946854586,52.8901008804156,34.5851555168686,28.937575577233
"1944","yidK","yidK",1318,20.2492154494832,0.828243873384563,0.502992732604582,1.6466318888859,0.0996337317513469,0.175001584980552,25.3048334323802,28.7117690493685,13.6244552036149,13.3558041125691
"1945","yidL","yidL",682,78.4527146539271,1.09852068701261,0.303664683727029,3.61754509457576,0.000297410525411669,0.001009538660305,112.184761550219,104.269056021391,51.3537157674716,46.0033252766268
"1946","yidP","yidP",2009,20.0926865114729,0.199113270407697,0.508190623540507,0.39180823333673,0.695199911169237,0.80187419020115,25.3048334323802,18.1337488732854,14.6724902192776,22.2596735209484
"1947","yidR","yidR",839,400.541789417528,0.508780545816003,0.171589064831277,2.9651105466207,0.00302574180852629,0.00834873931673226,522.123063154779,418.587369825004,341.659415106035,319.797309584292
"1948","yidX","yidX",2089,173.619302480387,-0.0630867422972309,0.217297713206378,-0.290324004640189,0.771568376259788,0.854780753570167,170.385878444694,169.24832281733,170.829707553018,184.013301106507
"1949","yidZ","yidZ",1265,157.664046809975,-0.414251861495132,0.234189260693944,-1.76887642186337,0.0769144997337044,0.140756574611483,136.646100534853,131.469679331319,202.270758022898,160.269649350829
"1950","yieE","yieE",1924,203.465295329187,0.113092114627163,0.213685029695357,0.529246783400759,0.596634266757206,0.717883746124184,238.70892871212,182.848634472294,194.934512913259,197.369105219076
"1951","yieH","yieH",1877,195.186468107196,-0.128666492937157,0.217442590883985,-0.591726268593839,0.554033903216723,0.683318319630641,167.855395101456,205.515820563901,221.135388304827,186.239268458602
"1952","yieK","yieK",2197,55.4447185807659,-0.0598730600093727,0.364700471213217,-0.164170503564743,0.869596920774822,0.916612742420603,48.9226779692685,60.4458295776179,41.9214006265074,70.48896614967
"1953","yieL","yieL",1913,28.9753697813406,0.241377214150346,0.442447961477931,0.545549386969852,0.585375723469693,0.708462570217042,34.5832723575863,28.7117690493685,25.1528403759044,27.4535973425031
"1954","yieP","yieP",387,584.638129820305,-0.772819591930004,0.145077405950639,-5.32694658321192,9.98775204863191e-08,5.98049864502289e-07,414.15577384329,447.299138874372,733.62451096388,743.473095599678
"1955","yifB","yifB",1580,197.102883572132,-0.231273173579668,0.210332325722377,-1.09956076787232,0.271523543476543,0.397888113700446,167.855395101456,194.937800387818,220.087353289164,205.530985510091
"1956","yifK","yifK",1040,1363.26573847921,-0.287229447893159,0.124370132987077,-2.30947286936651,0.0209173555018424,0.046561228833428,1314.16434958828,1136.38159605922,1477.72937208439,1524.78763618497
"1957","yigA","yigA",1083,661.42609735378,-0.305611159647057,0.138511061170789,-2.20640255777282,0.027355826111362,0.0584752885021266,591.289607869952,590.857984121214,712.663810650626,750.892986773327
"1958","yigB","yigB",955,528.994808078804,-0.403821361766184,0.158428504841854,-2.54891859371699,0.0108057520571515,0.0261940481804248,501.879196408875,403.475912430599,621.484764287972,589.139359187768
"1959","yigE","yigE",2138,49.9021293764205,-0.0863048322007793,0.35953701893934,-0.240044356087128,0.810295870474742,0.877378363025738,45.5487001782844,51.3789551409752,49.2576457361462,53.4232164502762
"1960","yigL","yigL",1044,419.438168951217,-0.364002202143337,0.157956536765291,-2.30444532146341,0.0211976583768734,0.0470451378028194,363.54610697853,368.719560423469,475.807897110859,469.679111292012
"1961","yigM","yigM",1456,106.721660049134,-0.359879104272723,0.266927319951207,-1.34822881501417,0.177584799437863,0.282354952402921,91.9408948043149,93.6910358453077,129.956341942173,111.298367604742
"1962","yigZ","yigZ",2134,439.507501680384,-0.0382186479141101,0.157353948769636,-0.242883309970579,0.808095795205209,0.876330306218504,436.930123932432,430.676535740527,424.454181343388,465.969165705187
"1963","yihG","yihG",1030,106.439014401725,-0.621989407695947,0.266021698552085,-2.33811531571048,0.0193812669183319,0.0435608086562508,82.6624558791088,83.1130156692245,133.100446989161,126.880139069406
"1964","yihL","yihL",1350,132.715580233758,0.384207684502068,0.240863233551983,1.59512798543887,0.110683618509474,0.189801908777357,149.298517251043,152.625719683485,113.18778169157,115.750302308932
"1965","yihM","yihM",362,240.401714785621,1.10286725208961,0.200490319401816,5.5008503920794,3.7796382272223e-08,2.41708908729824e-07,357.641645844308,300.718002148649,159.301322380728,143.9458887688
"1966","yihN","yihN",349,101.885400946428,1.5540197211244,0.276633127984865,5.61761974223646,1.93605997821305e-08,1.28423462738201e-07,155.202978385266,152.625719683485,49.2576457361462,50.4552599808164
"1967","yihO","yihO",1414,37.0759916104805,0.596756256887588,0.412536243803578,1.44655473513189,0.14802167155574,0.242340996924709,39.6442390440624,51.3789551409752,33.5371205012059,23.7436517556783
"1968","yihP","yihP",1608,25.6626048958296,-0.49236851369531,0.463586013465966,-1.06208664496617,0.288196352362886,0.414909549577166,20.2438667459042,21.1560403521662,29.3449804385552,31.9055320466928
"1969","yihQ","yihQ",1222,34.8710121297575,0.79798012241907,0.427233570063763,1.8677842246806,0.0617921531955852,0.117061239482635,37.9572501485704,52.8901008804156,29.3449804385552,19.2917170514886
"1970","yihS","yihS",1108,86.6825226712802,0.613488061763137,0.287074429151167,2.13703485739612,0.0325951565908449,0.0681026963066841,107.123794863743,104.269056021391,67.0742410024119,68.2629987975752
"1971","yihT","yihT",1064,46.2725395733043,0.836936099950033,0.371775150717156,2.25118891979622,0.0243735743832541,0.053078386386102,59.0446113422206,61.9569753170583,31.4410504698806,32.6475211640577
"1972","yihU","yihU",1185,21.0295172170061,1.01383980779622,0.520390620814896,1.94822844079822,0.0513876351677156,0.100390190222162,38.8007445963164,19.6448946127258,16.768560250603,8.90386940837937
"1973","yihV","yihV",872,68.1459337148451,0.920747411226764,0.322887236697768,2.85160671150533,0.00434988830083505,0.0115481552940747,98.688850386283,81.6018699297841,49.2576457361462,43.035368807167
"1974","yihW","yihW",462,411.83662682922,0.796992538321343,0.166975615493098,4.77310735443456,1.81405029558862e-06,9.08988405689971e-06,571.045741124048,476.010907923741,304.978189557841,295.311668711249
"1975","yiiD","yiiD",2016,1308.67422963227,0.0468379834559697,0.121670777898832,0.384956718982394,0.700269482247116,0.804128894544679,1399.35728881063,1258.78440095389,1269.17040396751,1307.38482479704
"1976","yiiM","yiiM",2244,401.909354996627,-0.017153136186051,0.161296646425357,-0.106345274785294,0.915308411145457,0.944018233888877,402.346851574846,395.920183733397,421.3100762964,388.060308381868
"1977","yiiX","yiiX",301,172.421933589668,-1.42096179417204,0.227008492464903,-6.2595094075246,3.86190438785331e-10,2.9702022119204e-09,95.3148725952989,87.6464528875459,246.288228680731,260.438180195097
"1978","yijE","yijE",1772,83.3277595086775,-0.226079619897367,0.294513184036802,-0.767638367826401,0.442702061319469,0.578360762954047,82.6624558791088,69.5127040142605,94.3231514096417,86.8127267316989
"1979","yijF","yijF",2121,12.5991146114506,-0.146887706882221,0.575547474930881,-0.255213884658015,0.798557907673243,0.871599036427891,10.1219333729521,13.600311654964,12.5764201879522,14.097793229934
"1980","yijO","yijO",2286,50.504337283676,-0.0159272056494218,0.371473453353664,-0.0428757573539398,0.965800573803885,0.978057781597258,51.4531613125065,48.3566636620943,62.8821009397611,39.3254232203422
"1981","yjaH","yjaH",2259,446.798134182084,0.0128787421260152,0.155249969009919,0.0829548772740327,0.933887418610667,0.957038235539484,451.269529544114,445.787993134932,459.039336860256,431.095677189035
"1982","yjbB","yjbB",2085,354.202961081706,0.0494590128572285,0.168500537387901,0.293524362734642,0.769121380380406,0.853964506273688,368.607073665006,352.096957289624,333.275134980734,362.832678391459
"1983","yjbF","yjbF",2352,5.33244465408983,-1.10155813774228,0.669396384167185,-1.6455991753119,0.0998463090553171,NA,2.53048334323802,1.51114573944045,8.38428012530148,8.90386940837937
"1984","yjbG","yjbG",2353,7.45762677292216,-0.238864970344609,0.643317071225123,-0.371302085750217,0.710412544622225,NA,4.21747223873004,9.06687443664268,8.38428012530148,8.16188029101443
"1985","yjbH","yjbH",1762,63.0852057589817,0.25870550710479,0.328022354880487,0.788682549392246,0.430297569748032,0.564991155504431,74.2275114016487,63.4681210564987,59.7379958927731,54.9071946850061
"1986","yjbM","yjbM",2146,11.2704863854546,0.137599924315273,0.597553221599881,0.230272249134337,0.817880223199872,0.882555042896733,9.27843892520609,15.1114573944045,7.3362451096388,13.3558041125691
"1987","yjcC","yjcC",1866,137.275667698387,0.147046057144292,0.238899603173109,0.615514028450438,0.538215307763847,0.667721563490518,145.081045012313,143.558845246842,137.292587051812,123.170193482581
"1988","yjcE","yjcE",1320,574.177468518363,-0.240514213422125,0.14654531719884,-1.64122756031694,0.100750186731083,0.176694456274589,503.566185304367,550.057049156322,600.524063974719,642.562575638045
"1989","yjcO","yjcO",512,462.425485277921,0.709286955229314,0.158387434127454,4.47817694084589,7.52831915117479e-06,3.40391774120501e-05,592.976596765444,556.101632114084,374.148500591579,326.475211640577
