	CMCP6_HS1	CMCP6_HS2	CMCP6_ASW1	CMCP6_ASW2	YJ016_HS1	YJ016_HS2	YJ016_ASW1	YJ016_ASW2	CMCP6_YJ016_HS1	CMCP6_YJ016_HS2	CMCP6_YJ016_ASW1	CMCP6_YJ016_ASW2	YJ016_CMCP6_HS1	YJ016_CMCP6_HS2	YJ016_CMCP6_ASW1	YJ016_CMCP6_ASW2
VV1_RS13605	1026	369	173	216	461	1059	172	82	461	1060	170	82	1023	368	172	216
VV1_RS13610	150	237	101	119	202	158	146	50	190	156	141	48	139	223	95	104
VV1_RS13615	131	222	65	129	486	266	63	34	482	265	62	33	131	222	65	129
VV1_RS13620	57	60	62	35	29	13	26	10	25	12	19	7	49	53	56	34
VV1_RS13625	115	279	137	246	133	214	187	95	132	213	187	94	116	277	137	243
VV1_RS13630	1586	1772	2887	3054	2314	2671	2660	1134	2310	2671	2652	1130	1574	1767	2871	3036
VV1_RS13635	27090	2739	25771	27412	3188	17374	20858	10068	3162	17221	20226	9574	26945	2739	26455	27260
VV1_RS13645	4044	1608	427	604	1836	5202	820	418	1823	5173	781	404	4069	1629	455	641
VV1_RS13655	2875	3559	6262	4470	3990	4304	12487	2241	3969	4273	12398	2223	2867	3540	6236	4427
VV1_RS13665	7692	2970	8516	21695	4659	4490	22173	5654	4709	4502	22059	5445	7626	2888	8248	21553
VV1_RS13680	15094	12799	4098	2703	16042	5715	3962	1726	16029	5705	3961	1722	15088	12788	4095	2690
VV1_RS13685	5522	2124	543	620	736	1565	685	286	721	1541	669	276	5414	2084	540	613
VV1_RS13690	2165	6345	3806	3194	6231	1277	5130	1836	5665	1245	4264	1683	2175	6408	3819	3237
VV1_RS13695	195	1021	6390	3917	989	239	2265	654	983	239	2244	650	195	1009	6346	3856
VV1_RS13700	207	550	681	451	220	91	270	152	450	196	655	267	157	300	293	246
VV1_RS13705	228	620	1236	613	701	326	2255	584	528	235	1848	456	216	568	1230	551
VV1_RS13710	71	323	476	188	272	150	1033	393	296	162	1101	443	71	335	513	209
VV1_RS13725	1678	1032	565	219	1244	863	756	270	1247	858	771	269	1638	1004	537	204
VV1_RS13745	294	425	3615	2797	927	255	4056	2684	925	255	3982	2619	291	419	3559	2766
VV1_RS13755	4463	5868	4338	3137	6355	4508	5580	987	6342	4497	5564	985	4449	5856	4322	3124
VV1_RS13760	1728	3437	3207	2665	4348	2342	3669	796	4012	2165	3447	722	1865	3620	3426	2853
VV1_RS13770	589	2393	724	1383	1892	213	371	182	1892	219	317	160	521	2350	1268	2060
VV1_RS13775	207	244	80	289	209	174	192	55	209	176	192	55	204	241	75	289
VV1_RS13780	1814	523	397	425	996	2835	1064	406	991	2825	1062	403	1789	525	395	421
VV1_RS13795	524	4188	2191	974	1161	134	1075	663	1027	119	917	630	484	3518	2042	737
VV1_RS13825	230	410	81	83	329	329	136	63	329	329	136	63	230	407	80	83
VV1_RS13830	506	2190	635	581	1950	442	745	214	1942	441	740	214	506	2182	632	569
VV1_RS13840	426	341	389	229	1240	1974	815	274	1141	1804	766	252	379	308	354	214
VV1_RS13845	983	558	378	322	634	1290	321	126	537	1077	253	109	882	441	314	283
VV1_RS13850	3899	1679	808	1162	1893	4432	771	515	1888	4405	768	511	3878	1675	803	1150
VV1_RS13860	3459	1944	660	661	1617	3846	531	318	1612	3840	528	317	3447	1931	656	655
VV1_RS13865	5651	2911	1069	979	3465	6506	946	446	3443	6456	945	442	5609	2829	1059	950
VV1_RS13880	377	1500	403	367	587	276	693	171	639	307	757	191	328	1270	365	338
VV1_RS13890	2172	2582	1118	1353	1602	2082	1647	615	1489	1938	1560	590	2118	2541	1100	1316
VV1_RS13905	4082	4705	911	1390	6826	2581	1557	545	6738	2532	1526	540	4117	4749	922	1394
VV1_RS13910	3409	1370	3582	5011	1779	1252	5017	1890	1779	1251	4982	1880	3403	1367	3578	4987
VV1_RS13930	1230	3152	158231	163698	1901	1418	325253	122524	1857	1390	316842	119430	1201	3072	154884	159758
VV1_RS13935	481	1375	61267	52516	347	269	73925	28819	343	265	73914	28939	476	1368	61147	51924
VV1_RS13955	1284	27232	884	715	10167	971	838	244	10067	958	834	242	1290	27073	884	707
VV1_RS13965	4055	1297	79	163	810	8488	180	40	807	8484	180	40	4036	1294	79	162
VV1_RS13975	330	421	399	273	629	240	468	189	623	240	423	189	326	418	384	261
VV1_RS13985	50884	11788	1610	1129	10977	12294	2096	1055	10954	12257	2091	1050	50708	11751	1605	1125
VV1_RS13990	458	430	428	224	421	332	232	112	416	330	229	110	454	424	426	223
VV1_RS14010	10143	15462	5961	5353	9157	7168	6410	2493	9143	7169	6409	2493	10139	15448	5956	5346
VV1_RS14025	5715	7717	43132	18905	6117	2492	24765	11413	5087	2195	21598	10391	5467	6919	41326	16500
VV1_RS14030	584	594	352	401	119	178	151	132	114	165	129	132	591	562	334	366
VV1_RS14045	397	850	13551	9859	722	254	37925	7524	687	248	35997	7331	380	804	12931	9270
VV1_RS14050	332	694	947	715	608	276	3989	669	606	277	4775	703	326	682	816	615
VV1_RS14060	775	1592	25846	24727	933	1126	30046	21195	835	1032	27478	20099	663	1439	23600	20777
VV1_RS14065	358	240	92	106	345	341	225	91	338	338	220	91	351	239	91	102
VV1_RS14070	2220	971	356	508	717	588	371	164	711	583	362	165	2220	973	357	513
VV1_RS14075	332	598	213	254	949	391	386	131	1009	414	392	131	316	546	210	246
VV1_RS14085	937	1328	1116	734	2250	1477	2550	1114	2504	1572	2871	1259	1017	1550	1310	805
VV1_RS14110	6778	3142	4860	3354	2071	6045	4191	2072	2167	6323	4388	2189	6630	2989	4691	3251
VV1_RS14115	1697	1929	1164	1057	1375	1140	906	541	1475	1329	1006	620	1401	1727	997	1003
VV1_RS14120	873	740	1121	852	476	1022	1372	705	473	1022	1363	701	881	741	1129	851
VV1_RS14125	199	1154	366	699	2124	723	388	169	2124	722	389	169	198	1133	362	688
VV1_RS14130	9662	11745	3467	5178	14712	7095	3474	2605	14629	7064	3464	2587	9642	11677	3446	5119
VV1_RS14155	1406	3202	1252	2370	4262	2223	2217	868	4266	2218	2215	871	1400	3185	1238	2352
VV1_RS14160	402	775	222	276	556	411	453	206	556	411	449	206	402	771	222	274
VV1_RS14165	679	473	1217	825	718	296	447	140	688	294	421	137	649	444	1184	802
VV1_RS14170	445	687	2040	1265	799	403	750	417	793	399	741	411	444	674	2022	1234
VV1_RS14180	6241	12060	8773	6472	13532	3861	14563	3017	13497	3853	14525	3000	6220	12018	8748	6405
VV1_RS14185	3565	16262	3658	4137	21748	2678	3765	2125	21701	2599	3700	2068	3584	16312	3688	4154
VV1_RS14190	4413	20045	25530	27765	26698	3234	43442	10424	26699	3242	43421	10424	4401	20029	25521	27766
VV1_RS14195	2223	8477	24474	29614	13063	2516	27877	14573	13292	2599	31012	15798	2103	8192	22439	28171
VV1_RS14205	12137	1700	1228	1582	720	2850	983	517	718	2835	981	516	12115	1698	1227	1580
VV1_RS14215	45059	47114	16412	13170	142611	84554	36236	5903	142027	84204	35939	5782	45032	47001	16463	13153
VV1_RS14220	341	339	98	54	346	415	152	64	346	414	152	63	341	339	98	54
VV1_RS14235	1632	1214	265	265	1090	923	438	203	1091	923	438	203	1637	1212	265	261
VV1_RS14240	1871	738	363	465	1030	817	399	264	1020	799	396	247	1779	706	353	458
VV1_RS14245	462	1034	372	329	852	851	836	157	851	849	834	155	462	1032	372	329
VV1_RS14260	494	580	415	464	714	483	669	188	712	482	669	188	494	579	415	463
VV1_RS14265	288	554	377	329	714	301	708	193	714	299	707	193	288	547	379	326
VV1_RS14270	350	572	380	499	651	224	520	313	652	224	520	311	350	572	380	498
VV1_RS14290	473	968	164	160	2826	534	347	139	2865	541	382	136	450	934	160	151
VV1_RS14295	5484	10813	1473	635	6959	3418	1267	338	6911	3395	1257	335	5460	10713	1466	625
VV1_RS14300	441	412	226	233	204	289	309	120	204	289	309	120	438	412	225	231
VV1_RS14310	1160	631	205	125	342	372	168	81	342	372	168	81	1159	630	205	125
VV1_RS14320	1887	3259	5375	2757	2187	1451	10455	2490	2187	1452	10453	2488	1887	3256	5371	2756
VV1_RS14325	3911	1747	714	949	2925	5752	1691	553	2893	5699	1676	547	3871	1715	703	942
VV1_RS14335	909017	5382	288	275	8411	661312	413	220	8433	661538	413	220	908711	5381	288	275
VV1_RS14355	230	3395	380	407	3831	480	471	246	3829	480	472	240	228	3387	378	404
VV1_RS14360	383	7643	1614	1588	14136	809	1366	612	14021	804	1352	607	385	7604	1611	1582
VV1_RS14365	267	3002	709	366	6691	424	920	413	5600	388	826	322	346	3731	991	431
VV1_RS14385	160	753	92	59	530	172	73	34	528	172	73	34	155	748	90	57
VV1_RS14390	3817	4979	1900	1154	5636	4226	3068	975	5544	4183	3027	955	3789	4931	1896	1157
VV1_RS14400	267	847	203	156	711	220	332	97	697	211	287	89	275	863	231	173
VV1_RS14405	893	517	1547	1150	402	593	2012	518	404	569	1978	482	897	520	1566	1156
VV1_RS14420	3260	4760	2243	1866	4319	2639	1728	861	4297	2631	1724	856	3244	4728	2232	1852
VV1_RS14425	8881	2400	1150	1010	2177	4289	1353	773	2179	4290	1353	773	8885	2396	1149	1010
VV1_RS14435	301	698	4651	1733	402	468	3710	3185	268	396	1997	1841	239	446	2363	969
VV1_RS14440	1354	1241	706	521	1048	1257	953	246	1049	1258	954	246	1355	1241	704	519
VV1_RS14445	2413	2200	3017	1973	2419	1786	3736	778	2179	1704	3701	759	2745	2344	3075	1985
VV1_RS14495	356	955	256	290	623	535	301	144	623	532	301	144	353	952	255	289
VV1_RS14510	2313	4045	1120	850	2514	975	1411	325	2500	974	1411	322	2304	3997	1120	850
VV1_RS14515	2851	511	159	314	667	5947	277	50	666	5946	276	54	2845	508	155	298
VV1_RS14520	1625	1373	2916	3035	1425	1254	3344	1178	1444	1265	3353	1181	1604	1351	2893	3011
VV1_RS14525	1191	1481	2276	3701	1403	869	2962	688	1363	854	2932	675	1178	1447	2228	3672
VV1_RS14535	10615	3247	2799	3496	1634	3900	2185	1711	1639	3935	2191	1708	10618	3238	2800	3472
VV1_RS14555	4092	3702	4201	3685	3861	7221	4022	3391	3739	7006	3864	3300	4021	3628	4131	3623
VV1_RS14565	9214	1504	299	171	1179	3385	127	20	1174	3379	123	18	9199	1500	297	169
VV1_RS14595	2485	2330	3272	2242	10702	2694	5044	998	10142	2583	4691	871	2265	2219	2966	2126
VV1_RS14600	313	456	341	223	324	451	351	171	325	450	367	172	311	453	343	222
VV1_RS14610	574	1346	728	445	1031	638	821	438	1032	638	821	438	573	1346	728	444
VV1_RS14620	11562	8836	9984	6680	6380	5926	17133	7200	6054	5813	16119	6869	11663	9323	10530	6987
VV1_RS14650	1877	3457	2718	3551	6452	1843	4794	1741	5869	1618	4204	1503	1757	3106	2474	3120
VV1_RS14660	22975	33044	4082	5559	54719	15765	5009	2384	55341	16157	5209	2443	22636	31852	3987	5310
VV1_RS14665	9590	4257	2301	2163	6008	6272	3307	1588	5697	6249	3082	1509	9647	4473	2390	2320
VV1_RS14700	445	462	367	195	820	379	222	171	819	384	230	170	442	455	366	194
VV1_RS14705	539	455	277	190	493	229	145	161	493	226	144	161	539	460	277	190
VV1_RS14710	483	583	392	372	620	442	292	192	621	441	291	190	477	576	392	372
VV1_RS14725	5939	2024	6653	5301	10987	10014	8967	4543	10402	9516	8392	4266	5663	1854	6363	5016
VV1_RS14730	161	166	53	83	184	268	196	38	184	267	197	38	160	165	53	82
VV1_RS14735	234	180	1456	886	141	204	1716	557	140	203	1710	554	234	180	1453	884
VV1_RS14740	1573	763	730	717	962	1125	709	450	957	1121	706	442	1565	760	721	705
VV1_RS14760	243	6588	59296	22980	4362	177	48829	17849	4354	171	48750	17701	261	6605	59424	23198
VV1_RS14765	495064	63070	5221	3395	125187	637806	9776	3342	125141	637632	9764	3342	494850	63033	5211	3392
VV1_RS14770	233	673	230	165	418	178	201	93	406	167	195	89	232	677	241	171
VV1_RS14775	544	290	90	144	260	230	104	57	260	232	105	57	543	290	90	144
VV1_RS14785	17826	3576	1217	1363	7120	23755	1312	784	7082	23627	1300	776	17726	3545	1211	1355
VV1_RS14790	127	451	235	235	237	157	291	108	233	157	290	108	127	448	235	234
VV1_RS14795	495	1891	3755	2403	1539	520	2761	1153	1516	514	2706	1130	498	1880	3753	2398
VV1_RS14800	1861	8340	8413	4782	5823	1373	5882	1731	5802	1364	5841	1722	1856	8278	8371	4737
VV1_RS14805	2881	2013	846	741	2911	2772	2455	651	2831	2663	2321	638	2824	1966	822	701
VV1_RS14815	1391	2238	1691	1176	1513	845	1443	547	1540	862	1502	550	1328	2126	1509	1054
VV1_RS14825	138	543	19	10	629	247	23	6	621	246	23	6	139	535	19	9
VV1_RS14845	1329	1874	3946	5327	1533	882	2673	1558	1513	879	2658	1541	1326	1864	3938	5287
VV1_RS14850	3094	7601	11464	13190	3160	2041	10009	4812	3146	2040	9975	4784	3086	7583	11449	13153
VV1_RS14855	69	100	61	25	121	84	39	15	120	82	38	15	65	99	60	24
FADH	1352	6493	6513	4469	4584	1261	3441	2475	4417	1219	3292	2410	1313	5866	5953	4086
VV1_RS14875	6405	2549	2595	2169	2335	3880	2203	1433	2315	3862	2168	1410	6394	2527	2608	2165
VV1_RS14890	1795	3144	1761	1376	1906	771	2904	748	1904	770	2906	746	1794	3142	1761	1378
VV1_RS14900	52903	23895	2650	2553	22791	72953	5095	1349	22827	73230	5121	1351	52620	23825	2643	2538
VV1_RS14905	9695	950	274	231	715	7249	326	154	688	7089	308	152	9868	971	273	242
VV1_RS14910	831	809	226	156	761	593	379	186	766	604	381	187	830	806	226	155
VV1_RS14925	4207	10791	549	826	13402	2333	349	231	13385	2331	349	231	4204	10780	548	822
VV1_RS14935	4043	24112	19887	12801	46135	7271	29280	9039	43874	6923	27901	8469	3866	22819	18570	12255
VV1_RS14950	3894	844	2263	1791	1313	1039	6799	1991	1308	1035	6774	1989	3886	843	2262	1782
VV1_RS14965	3054	2995	513	500	10231	664	1558	384	11058	722	1610	407	3008	2787	497	456
VV1_RS14980	756	707	588	467	813	1004	726	269	808	997	711	265	745	702	585	466
VV1_RS14985	1340	563	1048	607	584	1335	1170	840	583	1341	1167	838	1337	558	1049	601
VV1_RS15005	6539	4514	1575	1475	3532	3954	1547	701	3504	3919	1537	695	6482	4455	1566	1461
VV1_RS15015	687	1289	607	497	1180	1063	1091	412	1177	1052	1084	411	686	1285	604	497
VV1_RS15020	37	261	27	31	394	206	108	32	392	204	107	30	36	260	26	30
VV1_RS15035	2360	1413	1184	831	1621	2985	1722	644	1628	2997	1716	645	2372	1413	1184	822
VV1_RS15040	5573	1996	522	354	2758	6332	1065	340	2655	6053	1013	330	5224	1861	487	322
VV1_RS15055	676	1912	365	346	1881	413	429	173	1882	413	428	173	675	1909	365	346
VV1_RS15060	2589	452	954	1083	743	3572	2560	802	740	3573	2557	801	2568	451	953	1074
